,location,total_sqft,bath,price,bhk
611,BTM Layout,1540.0,2.0,78.0,3
612,BTM Layout,450.0,1.0,20.0,1
613,BTM Layout,1196.0,2.0,56.81,2
614,BTM Layout,1470.0,2.0,99.0,3
617,Babusapalaya,1611.0,2.0,66.0,3
619,Babusapalaya,1675.0,3.0,75.0,3
620,Babusapalaya,1141.0,2.0,46.0,2
621,Babusapalaya,1500.0,2.0,57.0,2
623,Babusapalaya,1050.0,2.0,45.0,2
624,Babusapalaya,1141.0,2.0,45.9,2
626,Babusapalaya,1230.0,3.0,53.0,3
627,Babusapalaya,1105.0,2.0,40.0,2
628,Babusapalaya,1410.0,2.0,65.0,3
629,Babusapalaya,1450.0,2.0,55.99,2
630,Babusapalaya,1100.0,2.0,38.0,2
632,Babusapalaya,1061.0,2.0,33.84,2
633,Babusapalaya,1061.0,2.0,38.95,2
634,Babusapalaya,1061.0,2.0,34.0,2
635,Babusapalaya,1245.0,2.0,58.0,2
636,Badavala Nagar,1494.0,2.0,94.55,3
637,Badavala Nagar,1274.0,2.0,81.0,2
638,Badavala Nagar,1842.0,3.0,115.0,3
639,Badavala Nagar,1494.0,2.0,94.55,3
640,Badavala Nagar,1274.0,2.0,81.0,2
641,Badavala Nagar,1494.0,2.0,94.55,3
642,Badavala Nagar,1842.0,3.0,115.0,3
643,Badavala Nagar,1842.0,3.0,115.0,3
644,Badavala Nagar,1842.0,3.0,115.0,3
645,Balagere,1210.0,2.0,80.9,2
647,Balagere,1205.0,2.0,78.5,2
650,Balagere,1020.07,2.0,68.38,2
651,Balagere,1205.47,2.0,81.0,2
652,Balagere,1007.0,2.0,65.0,2
654,Balagere,1210.0,2.0,74.0,2
655,Balagere,1210.0,2.0,83.0,2
656,Balagere,675.0,1.0,45.0,1
657,Balagere,656.0,1.0,43.0,1
659,Balagere,1012.0,2.0,64.0,2
660,Balagere,1007.0,2.0,62.0,2
661,Balagere,1007.0,2.0,67.0,2
662,Balagere,1007.0,2.0,66.0,2
665,Balagere,645.0,1.0,34.18,1
668,Balagere,1012.0,2.0,65.0,2
669,Balagere,656.0,1.0,38.77,1
670,Balagere,645.0,1.0,39.0,1
671,Balagere,645.0,1.0,41.0,1
672,Balagere,1210.0,2.0,82.0,2
673,Balagere,656.0,1.0,34.77,1
674,Balagere,1205.0,2.0,73.87,2
675,Balagere,1012.0,2.0,70.0,2
676,Balagere,1007.0,2.0,68.0,2
678,Balagere,1205.0,2.0,79.0,2
679,Balagere,1012.0,2.0,68.0,2
681,Banashankari,1077.0,2.0,37.64,2
682,Banashankari,1470.0,2.0,88.64,3
683,Banashankari,1300.0,2.0,75.0,3
684,Banashankari,1800.0,3.0,115.0,3
685,Banashankari,1125.0,2.0,63.0,2
687,Banashankari,1310.0,2.0,80.0,2
688,Banashankari,2600.0,4.0,135.0,3
689,Banashankari,1900.0,2.0,170.0,3
690,Banashankari,1260.0,2.0,75.0,2
691,Banashankari,1170.0,2.0,46.79,2
693,Banashankari,1350.0,2.0,83.0,3
695,Banashankari,1330.0,2.0,78.0,2
696,Banashankari,1400.0,2.0,78.0,3
697,Banashankari,1700.0,3.0,125.0,3
698,Banashankari,1020.0,2.0,40.79,2
699,Banashankari,1600.0,2.0,63.98,2
700,Banashankari,1041.0,2.0,36.44,2
701,Banashankari,2400.0,1.0,200.0,1
702,Banashankari,1390.0,2.0,86.0,2
703,Banashankari,1460.0,2.0,70.0,2
704,Banashankari,1200.0,2.0,60.0,2
705,Banashankari,1290.0,2.0,80.0,2
706,Banashankari,2582.0,5.0,250.0,3
707,Banashankari,1186.0,2.0,65.0,2
708,Banashankari,1650.0,3.0,101.0,3
710,Banashankari,1181.0,2.0,75.0,2
711,Banashankari,1105.0,2.0,90.0,2
712,Banashankari,720.0,1.0,60.0,1
713,Banashankari,1040.0,2.0,45.0,2
714,Banashankari,1330.0,2.0,77.0,2
715,Banashankari,1200.0,2.0,49.0,2
716,Banashankari,1185.0,2.0,67.0,2
717,Banashankari,1000.0,2.0,50.0,2
718,Banashankari,1650.0,3.0,90.75,3
719,Banashankari,1650.0,3.0,101.0,3
720,Banashankari,1310.0,2.0,80.43,2
721,Banashankari,600.0,1.0,27.0,2
722,Banashankari,1430.0,2.0,87.8,2
723,Banashankari,1020.0,2.0,42.83,2
725,Banashankari,1540.0,3.0,80.0,3
726,Banashankari,1195.0,2.0,35.84,2
727,Banashankari,1683.0,3.0,115.0,3
728,Banashankari,1800.0,3.0,125.0,3
729,Banashankari,1175.0,2.0,41.13,2
730,Banashankari,1750.0,2.0,89.0,3
731,Banashankari,1800.0,3.0,175.0,3
732,Banashankari,1450.0,2.0,50.75,2
733,Banashankari,1770.0,3.0,108.0,3
734,Banashankari,1800.0,3.0,125.0,3
737,Banashankari,1200.0,3.0,74.52,3
738,Banashankari,1100.0,2.0,63.0,2
739,Banashankari,1020.0,2.0,40.79,2
740,Banashankari,1260.0,2.0,75.0,2
742,Banashankari,1426.0,3.0,85.0,3
743,Banashankari Stage II,1700.0,2.0,150.0,2
744,Banashankari Stage II,1200.0,2.0,150.0,4
745,Banashankari Stage II,1500.0,2.0,120.0,3
746,Banashankari Stage II,2400.0,3.0,510.0,5
747,Banashankari Stage II,1240.0,2.0,59.52,3
748,Banashankari Stage II,1250.0,2.0,110.0,2
749,Banashankari Stage II,1260.0,2.0,95.0,3
750,Banashankari Stage II,2400.0,2.0,300.0,3
751,Banashankari Stage II,1400.0,2.0,100.0,2
752,Banashankari Stage II,2800.0,3.0,425.0,5
753,Banashankari Stage II,3000.0,3.0,450.0,3
754,Banashankari Stage II,1200.0,2.0,198.0,3
755,Banashankari Stage II,1245.0,2.0,125.0,2
756,Banashankari Stage III,1305.0,2.0,58.7,3
757,Banashankari Stage III,1145.0,2.0,58.4,2
758,Banashankari Stage III,1650.0,3.0,118.0,3
759,Banashankari Stage III,2400.0,4.0,240.0,4
760,Banashankari Stage III,1350.0,2.0,68.0,3
762,Banashankari Stage III,1305.0,2.0,59.0,3
763,Banashankari Stage III,1305.0,2.0,60.0,3
764,Banashankari Stage III,1200.0,2.0,42.0,2
765,Banashankari Stage III,1305.0,2.0,59.0,3
766,Banashankari Stage III,1480.0,3.0,75.48,3
767,Banashankari Stage III,1305.0,2.0,59.0,3
768,Banashankari Stage III,1304.0,2.0,111.0,2
769,Banashankari Stage III,3000.0,6.0,150.0,6
770,Banashankari Stage III,1085.0,2.0,50.0,2
771,Banashankari Stage III,1500.0,2.0,100.0,3
772,Banashankari Stage III,2100.0,3.0,147.0,4
773,Banashankari Stage III,1420.0,2.0,95.0,3
774,Banashankari Stage V,1300.0,2.0,58.5,3
775,Banashankari Stage V,1305.0,2.0,49.0,3
776,Banashankari Stage V,1035.0,2.0,35.77,2
777,Banashankari Stage V,1355.0,2.0,61.0,3
778,Banashankari Stage V,1510.0,3.0,47.57,3
779,Banashankari Stage V,1650.0,3.0,51.98,3
780,Banashankari Stage V,1630.0,3.0,51.35,3
781,Banashankari Stage V,1510.0,3.0,47.57,3
782,Banashankari Stage V,1315.0,2.0,49.0,3
783,Banashankari Stage V,1540.0,3.0,48.51,3
784,Banashankari Stage V,920.0,2.0,41.5,2
785,Banashankari Stage VI,4800.0,4.0,190.0,4
786,Banashankari Stage VI,2800.0,4.0,89.0,4
787,Banashankari Stage VI,2200.0,4.0,195.0,4
788,Banashankari Stage VI,1160.0,2.0,59.0,2
789,Banashankari Stage VI,1180.0,2.0,59.47,2
790,Banashankari Stage VI,1423.0,2.0,71.73,3
791,Banashankari Stage VI,1392.0,3.0,69.46,3
792,Banashankari Stage VI,4800.0,3.0,200.0,4
793,Banaswadi,1184.0,2.0,53.0,2
794,Banaswadi,1145.0,2.0,55.0,2
795,Banaswadi,1250.0,2.0,60.0,2
796,Banaswadi,1365.0,2.0,73.0,2
797,Banaswadi,1903.0,6.0,140.0,5
798,Banaswadi,1222.0,2.0,80.0,2
799,Banaswadi,870.0,2.0,38.0,2
800,Banaswadi,1200.0,2.0,60.0,2
802,Banaswadi,527.0,1.0,35.0,1
803,Banaswadi,1340.0,2.0,73.0,2
804,Banaswadi,1008.0,2.0,52.0,2
805,Banaswadi,1105.0,2.0,57.0,2
806,Banjara Layout,1200.0,2.0,70.0,2
807,Banjara Layout,1050.0,2.0,64.8,2
808,Banjara Layout,753.0,3.0,59.5,2
809,Banjara Layout,2500.0,4.0,140.0,3
810,Bannerghatta,3012.0,6.0,250.0,4
811,Bannerghatta,1665.0,3.0,110.0,3
812,Bannerghatta,2370.0,4.0,195.0,3
813,Bannerghatta,1100.0,2.0,66.0,2
814,Bannerghatta,1113.0,2.0,70.0,2
815,Bannerghatta,1200.0,2.0,73.2,2
816,Bannerghatta,1070.0,2.0,87.0,2
817,Bannerghatta,1776.0,3.0,124.0,3
818,Bannerghatta,1776.0,3.0,150.0,3
819,Bannerghatta Road,500.0,1.0,18.5,1
820,Bannerghatta Road,1050.0,2.0,65.0,2
821,Bannerghatta Road,1200.0,2.0,125.0,4
822,Bannerghatta Road,1170.0,2.0,66.0,3
823,Bannerghatta Road,595.0,1.0,33.32,1
824,Bannerghatta Road,1445.0,3.0,95.0,3
825,Bannerghatta Road,1640.0,2.0,120.0,3
827,Bannerghatta Road,1460.0,2.0,90.0,3
829,Bannerghatta Road,1179.0,2.0,66.02,2
830,Bannerghatta Road,793.0,2.0,45.0,2
832,Bannerghatta Road,1400.0,2.0,78.0,2
834,Bannerghatta Road,1215.0,2.0,50.0,2
835,Bannerghatta Road,1654.0,3.0,100.0,3
836,Bannerghatta Road,1181.0,2.0,55.0,2
838,Bannerghatta Road,1200.0,2.0,75.0,2
840,Bannerghatta Road,595.0,1.0,31.83,1
841,Bannerghatta Road,1105.0,2.0,51.0,2
842,Bannerghatta Road,1255.0,2.0,65.26,2
844,Bannerghatta Road,1550.0,3.0,82.0,3
846,Bannerghatta Road,1650.0,3.0,122.0,3
847,Bannerghatta Road,912.0,2.0,55.0,2
848,Bannerghatta Road,1218.0,2.0,73.0,2
850,Bannerghatta Road,1115.0,2.0,65.12,2
852,Bannerghatta Road,1893.0,3.0,100.0,3
853,Bannerghatta Road,1600.0,3.0,95.0,3
854,Bannerghatta Road,1275.0,2.0,65.0,2
855,Bannerghatta Road,892.0,2.0,39.0,2
857,Bannerghatta Road,1260.0,2.0,70.0,2
859,Bannerghatta Road,1157.0,2.0,40.0,2
860,Bannerghatta Road,1150.0,2.0,65.0,2
862,Bannerghatta Road,1100.0,2.0,39.0,2
864,Bannerghatta Road,1725.0,3.0,110.0,3
865,Bannerghatta Road,1850.0,6.0,150.0,6
867,Bannerghatta Road,950.0,2.0,38.0,2
868,Bannerghatta Road,1220.0,2.0,80.0,2
869,Bannerghatta Road,1130.0,2.0,78.0,2
871,Bannerghatta Road,1486.0,3.0,83.22,3
873,Bannerghatta Road,1015.0,2.0,48.0,2
874,Bannerghatta Road,1115.0,2.0,61.0,2
875,Bannerghatta Road,1136.0,2.0,48.0,2
876,Bannerghatta Road,2700.0,4.0,260.0,4
877,Bannerghatta Road,1200.0,2.0,69.0,3
878,Bannerghatta Road,1465.0,2.0,76.0,3
879,Bannerghatta Road,1200.0,2.0,65.0,2
880,Bannerghatta Road,1240.0,2.0,65.0,2
881,Bannerghatta Road,1476.0,3.0,125.0,3
884,Bannerghatta Road,1268.0,2.0,69.0,2
885,Bannerghatta Road,1450.0,2.0,87.0,3
886,Bannerghatta Road,2932.0,5.0,195.0,4
889,Bannerghatta Road,960.0,2.0,58.0,2
890,Bannerghatta Road,1750.0,3.0,130.0,3
891,Bannerghatta Road,1275.0,2.0,73.0,2
893,Bannerghatta Road,1240.0,2.0,71.0,2
895,Bannerghatta Road,1215.0,2.0,68.0,2
896,Bannerghatta Road,1215.0,2.0,68.0,2
897,Bannerghatta Road,1894.0,3.0,115.0,3
899,Bannerghatta Road,1693.0,3.0,89.0,3
900,Bannerghatta Road,1280.0,2.0,60.16,2
902,Bannerghatta Road,630.0,1.0,35.0,1
903,Bannerghatta Road,1215.0,2.0,68.0,2
904,Bannerghatta Road,1365.0,3.0,76.18,3
905,Bannerghatta Road,1115.0,2.0,78.0,2
907,Bannerghatta Road,1655.0,3.0,90.0,3
908,Bannerghatta Road,1247.0,2.0,47.39,2
909,Bannerghatta Road,1650.0,3.0,94.0,3
910,Bannerghatta Road,905.0,2.0,65.0,2
911,Bannerghatta Road,1000.0,2.0,50.0,2
912,Bannerghatta Road,2185.0,3.0,120.0,4
913,Bannerghatta Road,1012.0,2.0,45.0,2
915,Bannerghatta Road,1460.0,2.0,80.0,3
916,Bannerghatta Road,1340.0,2.0,85.0,2
917,Bannerghatta Road,1711.0,3.0,125.0,3
918,Bannerghatta Road,1520.0,2.0,81.0,3
919,Bannerghatta Road,2826.0,3.0,148.0,3
920,Bannerghatta Road,1115.0,2.0,61.0,2
921,Bannerghatta Road,1154.0,2.0,47.0,2
922,Bannerghatta Road,1000.0,2.0,44.5,2
923,Bannerghatta Road,1250.0,2.0,48.0,2
924,Bannerghatta Road,1640.0,3.0,105.0,3
926,Bannerghatta Road,1012.0,2.0,44.0,2
927,Bannerghatta Road,1527.0,3.0,115.0,3
930,Bannerghatta Road,1550.0,3.0,96.0,3
931,Bannerghatta Road,1200.0,2.0,78.0,2
932,Bannerghatta Road,1885.0,3.0,125.0,3
934,Bannerghatta Road,1450.0,2.0,78.0,3
935,Bannerghatta Road,700.0,1.0,31.2,1
938,Bannerghatta Road,905.0,2.0,58.0,2
940,Bannerghatta Road,1920.0,3.0,122.0,3
941,Bannerghatta Road,2400.0,4.0,180.0,4
943,Bannerghatta Road,1270.0,2.0,45.0,2
944,Bannerghatta Road,1520.0,2.0,80.0,3
945,Bannerghatta Road,1270.0,2.0,73.0,3
946,Bannerghatta Road,1846.0,3.0,120.0,3
948,Bannerghatta Road,1655.0,3.0,95.0,3
949,Bannerghatta Road,1206.0,2.0,53.0,2
950,Bannerghatta Road,1150.0,2.0,55.0,2
951,Bannerghatta Road,1215.0,2.0,65.0,2
952,Bannerghatta Road,1510.0,2.0,110.0,3
953,Bannerghatta Road,1022.0,2.0,35.0,2
954,Bannerghatta Road,1246.0,2.0,47.35,2
955,Bannerghatta Road,1470.0,2.0,85.0,3
956,Bannerghatta Road,1160.0,2.0,45.0,2
957,Bannerghatta Road,970.0,2.0,57.0,2
958,Bannerghatta Road,1527.0,3.0,142.0,3
961,Basavangudi,1036.0,2.0,105.0,2
962,Basavangudi,2600.0,4.0,260.0,4
963,Basavangudi,1600.0,2.0,160.0,3
964,Basavangudi,1560.0,2.0,145.0,2
966,Basavangudi,1800.0,3.0,195.0,3
967,Basavangudi,1100.0,2.0,93.0,2
969,Basavangudi,1050.0,2.0,103.0,2
972,Basavangudi,1180.0,2.0,124.0,2
974,Basavangudi,1200.0,2.0,120.0,2
976,Basavangudi,2453.0,3.0,250.0,4
977,Basaveshwara Nagar,4500.0,5.0,415.0,5
978,Basaveshwara Nagar,1865.0,3.0,145.0,3
979,Basaveshwara Nagar,1200.0,2.0,90.0,2
980,Basaveshwara Nagar,2400.0,4.0,310.0,5
981,Basaveshwara Nagar,1200.0,2.0,80.0,2
982,Basaveshwara Nagar,900.0,2.0,60.0,2
983,Basaveshwara Nagar,1900.0,3.0,150.0,3
984,Basaveshwara Nagar,1200.0,2.0,85.0,2
985,Basaveshwara Nagar,1200.0,2.0,70.0,2
986,Battarahalli,1200.0,2.0,65.0,2
987,Battarahalli,1779.0,3.0,89.61,3
988,Battarahalli,1300.0,2.0,50.0,2
989,Battarahalli,1945.0,3.0,97.42,3
990,Battarahalli,1777.0,3.0,100.0,3
991,Battarahalli,1135.0,2.0,43.0,2
992,Battarahalli,1276.0,2.0,45.0,2
993,Battarahalli,1880.0,3.0,94.36,3
994,Battarahalli,1071.0,2.0,62.0,2
995,Battarahalli,1165.0,2.0,43.0,2
996,Battarahalli,1636.0,2.0,82.89,2
997,Battarahalli,1779.0,3.0,90.0,3
999,Battarahalli,1090.0,2.0,38.37,2
1000,Battarahalli,2082.0,3.0,104.0,3
1001,Battarahalli,2024.0,3.0,103.0,3
1002,Battarahalli,1097.0,2.0,49.0,2
1004,Begur,1419.0,2.0,59.0,3
1005,Begur,1580.0,3.0,75.0,3
1006,Begur,1559.0,3.0,63.0,3
1007,Begur,1445.0,2.0,47.1,3
1008,Begur,1475.0,2.0,74.0,3
1009,Begur,3500.0,4.0,185.0,3
1010,Begur,1100.0,2.0,55.0,2
1011,Begur,1306.0,2.0,65.0,2
1012,Begur,1304.0,3.0,65.0,3
1013,Begur,1411.0,2.0,60.0,3
1014,Begur,815.0,2.0,40.0,2
1015,Begur,1443.0,2.0,70.0,3
1016,Begur Road,1200.0,2.0,44.0,2
1017,Begur Road,1200.0,2.0,46.8,2
1018,Begur Road,1160.0,2.0,44.0,2
1019,Begur Road,1584.0,3.0,65.0,3
1021,Begur Road,1615.0,3.0,59.76,3
1022,Begur Road,1200.0,2.0,43.2,2
1023,Begur Road,1160.0,2.0,44.08,2
1024,Begur Road,1200.0,2.0,45.0,2
1025,Begur Road,1615.0,3.0,60.0,3
1026,Begur Road,1410.0,2.0,53.0,3
1027,Begur Road,1200.0,2.0,37.8,2
1028,Begur Road,1160.0,2.0,40.59,2
1029,Begur Road,1260.0,2.0,46.62,2
1030,Begur Road,1600.0,3.0,58.14,3
1032,Begur Road,1160.0,2.0,36.0,2
1033,Begur Road,1500.0,2.0,70.0,3
1034,Begur Road,1160.0,2.0,42.0,2
1035,Begur Road,1240.0,2.0,39.06,2
1036,Begur Road,1200.0,2.0,45.0,2
1037,Begur Road,1500.0,2.0,55.0,3
1038,Begur Road,1410.0,2.0,52.17,3
1040,Begur Road,1583.0,3.0,74.4,3
1041,Begur Road,1170.0,2.0,46.0,2
1042,Begur Road,1160.0,2.0,42.92,2
1043,Begur Road,1410.0,2.0,52.17,3
1045,Begur Road,1565.0,2.0,59.76,3
1046,Begur Road,1160.0,2.0,42.0,2
1048,Begur Road,1410.0,2.0,53.58,3
1049,Begur Road,1200.0,2.0,45.0,2
1050,Begur Road,1200.0,2.0,42.6,2
1051,Begur Road,1160.0,2.0,42.0,2
1052,Begur Road,1334.0,2.0,42.69,2
1053,Begur Road,1565.0,2.0,57.91,3
1054,Begur Road,1200.0,2.0,45.6,2
1055,Begur Road,1215.0,2.0,43.13,2
1056,Begur Road,1160.0,2.0,36.54,2
1058,Begur Road,1200.0,2.0,44.4,2
1060,Begur Road,1260.0,2.0,39.69,2
1061,Begur Road,1160.0,2.0,44.0,2
1063,Begur Road,952.0,2.0,42.0,2
1066,Begur Road,1200.0,2.0,42.0,2
1067,Begur Road,1240.0,2.0,45.88,2
1068,Begur Road,1200.0,3.0,50.0,3
1070,Begur Road,1200.0,2.0,44.0,2
1072,Begur Road,1100.0,2.0,42.6,2
1073,Begur Road,1565.0,2.0,57.91,3
1074,Begur Road,1200.0,2.0,44.4,2
1075,Begur Road,1160.0,2.0,36.54,2
1076,Begur Road,1215.0,2.0,43.75,2
1077,Begur Road,1200.0,2.0,44.73,2
1078,Begur Road,1160.0,2.0,42.0,2
1079,Begur Road,1410.0,2.0,54.99,3
1080,Bellandur,1767.0,3.0,103.0,3
1081,Bellandur,1205.0,2.0,66.0,2
1082,Bellandur,1250.0,2.0,76.0,2
1083,Bellandur,1000.0,2.0,50.0,2
1084,Bellandur,1281.0,2.0,74.0,2
1085,Bellandur,921.0,2.0,40.0,2
1087,Bellandur,1490.0,2.0,98.0,3
1089,Bellandur,2039.0,3.0,168.0,3
1090,Bellandur,1605.0,3.0,85.0,3
1091,Bellandur,1692.0,3.0,88.0,3
1092,Bellandur,1220.0,2.0,60.0,2
1093,Bellandur,1299.0,2.0,82.0,2
1094,Bellandur,900.0,2.0,56.0,2
1095,Bellandur,1350.0,2.0,79.0,2
1096,Bellandur,1286.0,2.0,57.0,2
1097,Bellandur,3016.0,4.0,230.0,4
1098,Bellandur,1457.0,2.0,85.0,2
1099,Bellandur,1195.0,2.0,51.0,2
1100,Bellandur,1050.0,2.0,72.0,2
1101,Bellandur,3600.0,4.0,260.0,4
1102,Bellandur,1310.0,2.0,72.0,2
1103,Bellandur,924.0,2.0,35.11,2
1104,Bellandur,1785.0,3.0,118.0,3
1105,Bellandur,1051.0,2.0,60.0,2
1107,Bellandur,1060.0,2.0,65.0,2
1108,Bellandur,1100.0,2.0,62.0,2
1109,Bellandur,1550.0,2.0,59.0,2
1110,Bellandur,924.0,2.0,35.11,2
1112,Bellandur,1685.0,3.0,100.0,3
1113,Bellandur,982.0,2.0,55.0,2
1114,Bellandur,981.0,2.0,37.28,2
1115,Bellandur,1205.0,2.0,59.0,2
1116,Bellandur,1063.0,2.0,58.0,2
1117,Bellandur,1201.0,2.0,59.99,2
1118,Bellandur,1325.0,2.0,65.0,2
1119,Bellandur,1281.0,2.0,87.0,2
1121,Bellandur,1200.0,2.0,52.0,2
1122,Bellandur,1785.0,3.0,120.0,3
1123,Bellandur,1088.0,2.0,48.0,2
1124,Bellandur,1310.0,2.0,85.0,2
1125,Bellandur,982.0,2.0,37.28,2
1126,Bellandur,1465.0,3.0,90.0,2
1127,Bellandur,1767.0,3.0,109.0,3
1128,Bellandur,924.0,2.0,35.11,2
1129,Bellandur,3600.0,4.0,245.0,4
1130,Bellandur,1170.0,2.0,46.79,2
1131,Bellandur,1150.0,2.0,69.44,2
1132,Bellandur,1200.0,2.0,45.0,2
1134,Bellandur,1410.0,3.0,92.0,2
1135,Bellandur,950.0,2.0,35.0,2
1136,Bellandur,1015.0,2.0,60.0,2
1138,Bellandur,1685.0,3.0,101.0,3
1139,Bellandur,1735.0,3.0,105.0,3
1140,Bellandur,1685.0,3.0,115.0,3
1141,Bellandur,1846.0,3.0,135.0,3
1142,Bellandur,1049.0,2.0,51.0,2
1144,Bellandur,1211.0,2.0,63.0,2
1145,Bellandur,1717.0,3.0,110.0,3
1147,Bellandur,1185.0,2.0,47.39,2
1148,Bellandur,1200.0,2.0,62.0,2
1152,Bellandur,1251.0,2.0,47.0,2
1154,Bellandur,960.0,2.0,48.0,2
1155,Bellandur,1690.0,2.0,116.0,3
1156,Bellandur,950.0,1.0,40.0,1
1157,Bellandur,850.0,2.0,45.0,2
1158,Bellandur,1454.0,2.0,90.0,2
1160,Bellandur,1195.0,2.0,52.0,2
1161,Bellandur,1435.0,2.0,115.0,3
1163,Bellandur,1260.0,2.0,83.5,2
1164,Bellandur,1535.0,3.0,90.0,3
1165,Bellandur,1047.0,2.0,75.0,2
1166,Bellandur,1096.0,2.0,40.0,2
1167,Bellandur,1262.0,2.0,47.0,2
1168,Benson Town,3200.0,4.0,350.0,3
1169,Benson Town,4460.0,5.0,650.0,4
1170,Benson Town,2850.0,4.0,470.0,3
1171,Benson Town,1300.0,2.0,120.0,2
1172,Benson Town,1567.0,3.0,140.0,2
1173,Benson Town,3633.0,6.0,550.0,4
1174,Benson Town,1688.12,2.0,270.0,2
1175,Benson Town,1805.0,3.0,280.0,3
1176,Benson Town,1688.0,2.0,280.0,2
1177,Bharathi Nagar,1322.0,2.0,68.0,2
1178,Bharathi Nagar,1351.0,2.0,70.0,2
1179,Bharathi Nagar,1384.0,2.0,59.0,2
1180,Bharathi Nagar,1351.0,2.0,74.0,2
1181,Bharathi Nagar,1432.0,2.0,68.0,2
1183,Bharathi Nagar,1349.0,2.0,56.7,2
1184,Bharathi Nagar,1328.0,2.0,69.0,2
1185,Bharathi Nagar,1300.0,2.0,55.86,2
1186,Bhoganhalli,1670.0,3.0,99.0,3
1189,Bhoganhalli,1444.0,2.0,75.97,2
1190,Bhoganhalli,1447.0,2.0,75.97,2
1191,Bhoganhalli,1700.0,3.0,126.0,3
1192,Bhoganhalli,1447.0,2.0,75.97,2
1196,Bhoganhalli,1760.0,3.0,127.0,3
1198,Bhoganhalli,1447.0,2.0,75.97,2
1199,Bhoganhalli,1949.0,3.0,129.0,3
1200,Bhoganhalli,1760.0,3.0,128.0,3
1201,Bhoganhalli,1447.0,2.0,75.97,2
1202,Bhoganhalli,2439.0,4.0,185.0,4
1206,Bhoganhalli,1444.0,2.0,75.97,2
1207,Bhoganhalli,1205.0,2.0,64.47,2
1208,Bhoganhalli,1447.0,2.0,75.97,2
1209,Bhoganhalli,2439.0,5.0,170.0,4
1211,Bhoganhalli,1205.0,2.0,68.32,2
1212,Bhoganhalli,1260.0,2.0,69.9,2
1213,Bhoganhalli,2439.0,4.0,170.0,4
1214,Bhoganhalli,1707.0,3.0,115.0,3
1216,Bhoganhalli,970.0,2.0,52.5,2
1218,Bhoganhalli,1277.0,2.0,79.89,2
1220,Bhoganhalli,1703.0,3.0,120.0,3
1222,Billekahalli,1125.0,2.0,62.0,2
1224,Billekahalli,1090.0,2.0,52.0,2
1225,Billekahalli,1112.0,2.0,62.0,2
1226,Billekahalli,2400.0,3.0,150.0,3
1227,Billekahalli,2968.0,3.0,225.0,3
1228,Billekahalli,950.0,2.0,58.11,2
1229,Billekahalli,1360.0,2.0,110.0,2
1230,Billekahalli,1125.0,2.0,65.0,2
1231,Billekahalli,950.0,2.0,56.0,2
1233,Billekahalli,1805.0,3.0,134.0,3
1234,Binny Pete,1755.0,3.0,122.0,3
1235,Binny Pete,665.0,1.0,50.75,1
1236,Binny Pete,2465.0,5.0,234.0,3
1237,Binny Pete,660.0,1.0,54.0,1
1238,Binny Pete,660.0,1.0,62.0,1
1239,Binny Pete,1365.0,2.0,122.0,2
1240,Binny Pete,2940.0,6.0,280.0,4
1241,Binny Pete,1795.0,3.0,139.0,3
1242,Binny Pete,1740.0,3.0,150.0,3
1243,Binny Pete,1970.0,3.0,164.0,3
1244,Binny Pete,1516.0,3.0,147.0,3
1245,Bisuvanahalli,1180.0,3.0,48.0,3
1247,Bisuvanahalli,1075.0,2.0,46.0,3
1250,Bisuvanahalli,1075.0,2.0,45.0,3
1252,Bisuvanahalli,845.0,2.0,33.0,2
1253,Bisuvanahalli,1075.0,2.0,45.0,3
1254,Bisuvanahalli,845.0,2.0,37.0,2
1257,Bisuvanahalli,845.0,2.0,29.0,2
1258,Bisuvanahalli,1075.0,2.0,47.0,3
1259,Bisuvanahalli,850.0,1.0,32.0,2
1260,Bisuvanahalli,1075.0,2.0,50.0,3
1261,Bisuvanahalli,1075.0,2.0,52.0,3
1262,Bisuvanahalli,1180.0,2.0,46.0,3
1263,Bisuvanahalli,1075.0,2.0,42.0,3
1264,Bisuvanahalli,845.0,2.0,37.0,2
1265,Bisuvanahalli,1075.0,2.0,43.0,3
1266,Bisuvanahalli,700.0,1.0,32.0,2
1267,Bisuvanahalli,1075.0,2.0,52.0,3
1268,Bisuvanahalli,1075.0,2.0,50.0,3
1270,Bisuvanahalli,845.0,2.0,33.0,2
1271,Bisuvanahalli,945.0,2.0,33.0,2
1272,Bisuvanahalli,845.0,2.0,30.0,2
1275,Bisuvanahalli,1075.0,2.0,43.0,3
1276,Bisuvanahalli,1080.0,2.0,45.0,3
1277,Bisuvanahalli,1180.0,2.0,55.5,3
1278,Bisuvanahalli,1075.0,2.0,47.0,3
1279,Bisuvanahalli,1075.0,2.0,48.0,3
1281,Bisuvanahalli,1075.0,2.0,45.0,3
1282,Bisuvanahalli,1075.0,2.0,44.0,3
1283,Bisuvanahalli,850.0,2.0,27.0,2
1284,Bisuvanahalli,1075.0,2.0,42.0,3
1285,Bisuvanahalli,845.0,2.0,32.0,2
1287,Bisuvanahalli,845.0,2.0,34.0,2
1288,Bommanahalli,3000.0,8.0,140.0,8
1289,Bommanahalli,520.0,1.0,19.5,1
1290,Bommanahalli,515.0,1.0,25.0,1
1291,Bommanahalli,1090.0,3.0,44.0,2
1295,Bommanahalli,1850.0,3.0,90.0,3
1296,Bommanahalli,910.0,2.0,45.0,2
1297,Bommanahalli,1050.0,2.0,46.0,2
